review_id	date	stars	text	my_label
91d3d86a-c33f-4e43-9567-3660474c9552	2026-09-03T23:28:32	1	have waited one hour for delivery and order got canceled by yourside because delivery partner refused deliver the order and I paid amount online I didn't had balance in account and am sleeping in empty stomach and it take 7days to refund the amount and swiggy one of the waste people in the world didt let choose another restaurant have request all to uninstall this shirt swiggy app	
40176b7d-8626-4e37-9250-6f4a08b66a3f	2026-08-19T18:51:27	4	nice	
037cdf6c-b17b-41ca-b807-a53f964df991	2026-08-17T12:22:39	1	excellent	
b4d0b909-c36f-46fd-8a5d-7ab0277f0c8f	2026-08-23T12:58:29	4	amazing ??	
8931d22a-c903-4bab-a60b-28c47354009e	2026-09-05T21:50:43	4	????????????????????	
5dcd6538-adb9-4844-ab58-7458a7487c5b	2026-08-17T15:59:40	4	Recommend to include members benefits and reward in terms of discount or cashback.	
3b9950bf-2cf6-4a94-9d3e-f3bf2ea7d384	2026-09-01T21:36:03	4	good	
114db230-45a4-4660-8d58-243258226ee8	2026-09-12T20:08:44	1	Maine roti mangaya tha kaccha or basi tha microwave mein garm kiya hua tha Maine complaint Kiya swiggy mein swiggy ne kuchh action nahin kiya isliye maine swiggy account delete kar diya	
cd734419-d684-4ad3-872e-fafd29b84544	2026-09-05T16:42:26	3	good	
7e2531ec-0b65-4fab-803d-94919d6ee284	2026-09-13T15:36:59	1	"I have ordered 2 items and one is missing. Delivery guy also confirmed that it's a mistake from hotel and he also raised a ticket. Still Swiggy won't acknowledge their issue... Make me send picture of it again and again and giving me a coupon that will expire in 7 days. not even ready to refund to original payment. now Swiggy will be my last option. i was using Instamart for lot of orders now have to move to blinkit zepto, bb etc..."	
9677fdb8-00a5-40f0-ae89-d5301ff6933a	2026-09-02T01:17:31	1	I am uninstalling Swiggy and Instamart because of its extremely poor and disappointing service.	
75e9a8af-24b5-46ab-a5bd-f83545459a41	2026-08-29T21:02:18	1	"i hate this app because of its customer service. there are no humans who can understand me, it's only an AI chatbot which is very very horrible at understanding my problem. this is the last time I ordered anything from Swiggy. Goodbye to this app!"	
f3e689d1-ad69-4262-b904-3d31fe0fd310	2026-09-04T00:12:44	1	worst plat form I have received incomplete order no response from Swiggy	
3f188b52-fa11-42d1-8034-9373cc25c51e	2026-09-12T13:20:30	1	"worst app, no cancellation as the user by mistaken orders a food. If the order is cancelled the whole food bill is charged as fine. If the app can't provide cancellation what is the purpose of having customer satisfaction and service. Coming to the prise of food items are all 100 to 500 rupees more than the actual prise. I have order a Junnu it cost around 95 in the app but when I checked at the same restaurant cost 75 rupees . in addition to this there are deliverry charges added as 30."	
3e259ad4-6ae9-4862-81b2-20c0a3efe081	2026-09-06T03:16:29	1	my order took almost 3 hours to get delivered	
3d071a83-5446-4f62-95ea-9eb40713c0c4	2026-08-22T22:29:57	1	it has the worst customer service i have ever seen with the app i used to rely on this app for quick service but the reality is that now swiggy customer care is ithe worst i have faced with very casual response they are so qwick that the order which i jave issue with got delivered the query is still resolving the have no customer support only bots delaying the time so its frustation at its peak from now on i will definately think twice before ordering betr use othr apps	
fe38f97d-a58d-4a8a-ac68-a11f934d6e95	2026-09-02T05:31:23	1	good ????	
80c398d1-35d3-4f1a-a7cb-ce10899674a3	2026-09-06T00:52:38	1	"can't believe I'm editing a one star for another one star. now they are scamming people. running promotions and raking up the cart value, failing to deliver the promised item and not refunding anything as it is an offer item. Better rename to Scammy."	
9add136f-2dc1-4a02-bd25-ab7844bbb174	2026-08-18T21:20:43	1	please don't order anything from Swiggy	
3cd60b0a-77e0-48fb-9df0-61fd128dcf5a	2026-08-26T00:50:53	4	good experience but need more offers	
aa18bf1a-94c2-4bb3-8694-0cd2e67cd051	2026-08-29T23:17:36	1	"The order has arrived and delivery guy asking for OTP but in app I see order is still being prepared by restaurant. Held up for this. Once the restaurant is closed the order is passed by and delivery guy goes to restaurant and calls stating it is closed. these are the 2 instances I faced, bad experience"	
8d144e3a-aca3-43fb-a4be-8082a566b360	2026-08-19T16:08:41	1	ok	
e9f5a372-ba12-4e3f-861a-de146fd58ad7	2026-08-27T21:06:15	4	better	
f8c71012-b285-447a-969a-9054510057aa	2026-09-08T22:36:29	1	worst experience ever I order Dosa form my one phone i didn't get any notification regarding thinking my order has been not placed so I ordered from my other phone the same Dosa from same company .they both arrived I want to cancel the Dosa but they do not provide any solution regarding this very much disappointed	
c1dc3f6b-d2f5-40ff-b1b8-8e3af10a8dce	2026-09-04T08:08:40	4	fast delivery	
49aebe33-5e62-4e25-862c-b8df38d9061c	2026-09-04T22:11:05	1	very very very worst app they ain't even lifting the the delivery is 1hr delayed I had to explain them 5-6 tines about my issue ...thanks for the hospitality????	
725950c1-852b-482b-94df-f42216eb1ae5	2026-08-23T10:16:21	1	worst !!! I ordered a biriyani and I paid all the amount but I didn't get my order and moreover I didn't get my refund !!!	
6ad7a226-35e8-4ba1-a63c-bbb287e73cdd	2026-08-23T21:27:03	1	worst experience	
e71cae40-7598-4a54-a292-3b2a2e5cb305	2026-09-04T11:59:25	3	"app on tablet PC (Huawei) can't use device location, don't know why"	
3086704f-d625-47c8-adde-04df334d6683	2026-08-22T11:28:06	1	"Too many dark pattern charges. Useless. Has been an hour now, I have rebuild my cart more than 5 times already still the ""Your cart price might have been updated"" error is persisting. Unable to place Instamart order"	
36e588d9-02d0-4ec2-a585-a2f2c80931ef	2026-08-28T20:33:31	4	these days delivery is getting delayed	
3c637870-a770-471e-83c7-6234b9c830e0	2026-08-22T12:22:37	1	Delivering always late.too late	
adcfcbcd-f8c5-409e-8fc8-59cd9d8ff9b8	2026-08-29T21:38:24	1	very Bad experience with sweegy. Frustraing experience. never use sweegy zommato is much better than sweegy. never use.	
fef6e19d-c537-4811-99b8-df6605a67406	2026-08-31T04:52:15	1	pathetic experience from past 3 orders. i ordered something he delivers something and he does do anything please don't order it's become bakwas	
56a13c2e-3caa-4dbc-a7e6-515cf8cc1b66	2026-09-05T21:54:44	1	this app is useless don't download this app	
110494fe-3bcf-45bc-9776-004ec006132b	2026-09-09T03:40:34	1	very very bad app	
5664bb34-b6d4-4e76-bf6a-924059a27dca	2026-08-25T15:32:42	4	Best	
2447623b-f91f-4aa7-9aaf-cb2debb665e2	2026-08-26T14:18:33	1	slow performance	
71946f97-b1be-44ff-925e-3c25f7e28231	2026-09-11T14:10:26	1	worst app ever	
3138012b-3a45-4b86-88d1-7887c440cbd6	2026-09-12T23:52:11	1	??	
4f837eec-7453-4a0f-b2bb-cb3839e5f66f	2026-09-10T16:11:35	1	Swiggy One membership is a gimmick from them and you end up paying regular amount. Always with an awful customer and backend support. uninstalled for life	
47d8fae5-f3f8-46eb-a422-cee3071fc506	2026-09-08T17:05:07	1	prices are high	
a31af7f7-c0dc-41fa-a46d-1df43302ccd9	2026-08-20T08:50:12	1	"One of the worst experiences I’ve had with a food delivery app. My experience with Swiggy has been extremely frustrating and disappointing. After adding just two items to my cart, I went to the payment section to check the final amount. When I came back from the payment page, the order was somehow placed automatically. I did not expect the order to be confirmed like that, especially when I had not intentionally completed the payment process. On top of that, the amount charged was higher"	
229bcba7-d3de-4524-8c6b-8797877ed756	2026-09-08T09:52:35	1	plese keep it up	
93301cca-062d-42c3-bbe2-feecdd967f38	2026-08-17T19:32:55	1	"The items you show us on the menu are not given by the restaurant people. And Swiggy's support is very useless/terrible."""	
108515f1-534c-40c0-8482-9e5ac56e2290	2026-08-28T22:57:34	1	scamming people	
676d8b27-359e-4d6e-8e22-c2040535bd21	2026-08-21T19:45:45	1	the bot is useless and not satisfied with the service of the app and charges double of the amount after placing an order and later can't be cancel the order worst alll	
b7391dbb-10f8-4859-90e7-56c060fbdef3	2026-09-12T15:03:43	1	very very very very very very very worst customer service in swiggy partner one order pickup in waiting for 1 hour is not delivery to very very worst customer service no response no call no SMS only online sanction very very very worst of only one worst of swiggy customer service	
19a15a5c-37b1-40b6-992f-ec5df60de205	2026-08-30T13:47:24	2	not valuable	
a5439d4c-4481-4f0d-8a6c-863d878ac2bf	2026-08-30T15:14:17	2	lajij pijjja in best	
eee2bccf-8984-4375-9a91-c1f0e33c0068	2026-08-21T20:00:04	2	very bad	
d86c2461-eca0-4486-9717-a84bfee7ce8b	2026-08-27T16:35:18	3	good	
58a5b912-f25a-4d5f-a22d-6b62727ec5b4	2026-08-24T15:16:19	2	my train food order cancelled and no repayment is there	
311878c2-9dc3-45b5-8829-771bb711eef6	2026-09-04T19:40:29	2	too late	
bafd20d8-32ca-446d-83e4-a1ce67950efc	2026-08-23T14:19:38	4	good ??	
1adb3474-97a5-4730-8cf3-88c72aa4a6ea	2026-09-14T03:05:09	1	very poor service ??	
df77aa1d-013e-4ffe-981b-5207214f83fa	2026-08-17T19:33:25	3	good	
cc9cf8ba-ec08-430c-8d40-c95b39196249	2026-09-10T12:28:51	1	worst	
acb4f7f9-79b1-48b9-8c46-3cc9e59d8fcb	2026-08-17T18:30:52	1	not proper customer care. no responsible answers	
a58e1619-50a5-4b49-884d-1f79403c77f2	2026-08-23T22:39:06	1	"The worst app ever, just yest i ordered some food for my guests and the order had missing item i ask customer care and they give me a refund i had to go out myself travel 30km to get food for them wasting my time. Today was different, they made me wait 50 min for an order just to get it cancelled. Uninstalling this useless app"	
fe461b0b-3e6c-4748-9ac5-5c05af37f049	2026-09-04T00:45:01	1	order picked up nahi hota hai	
1d0f59a5-9aaa-443a-bcb9-0f3f982a655e	2026-08-19T17:53:11	1	"when a restaurant cancels the order, app still asking cancelation fees from me."	
83e5701f-c68e-4c33-baa0-5c10d135a893	2026-09-01T01:29:38	1	"plz be careful for bulk order. For Delivery 2, after the order was delivered, we found that 3 Mix Veg items were missing. We immediately raised a complaint with both the restaurant and customer care, but we have not received any proper resolution. For Delivery 1, while receiving the order, we verified the items in the presence of the delivery executive and found that 4 raita missing but no resolution."	
7b98f47d-6934-4c4e-b7f5-1682ca2ad697	2026-09-10T14:38:40	1	??	
98540a8e-2c28-49f0-b75e-1c975bda4055	2026-09-02T22:57:27	3	very difficult to add gift vouchers in app.	
3a4a3760-5b17-40ff-99ed-cc1274c60a07	2026-08-28T17:41:41	4	nice	
67c3800c-f867-4b42-8535-90e65d5696a3	2026-09-08T12:18:36	1	"The fact that anything you write a standard pre written statementwould be pasted in evident how cheap these are, The most shameless, evading, inhuman company that has ever been started in India, neither do their customer support team responds, their delivery partners are the most uncivilized, dangerous behaving out of all the services out there, neither can you talk to a customer support executive, the bot doesn't allow, even if you contact the customer support they are further shameless"	
2ec69b3e-318c-4c26-b683-217006fa53ca	2026-08-27T23:02:21	1	Kitna ghatiya app hein yaar delivery time se Hota hi nahi kabhi order karun 8mins pe 20mins se dhikata hi rahega delivery partner assigned nahi Hota ghoom ghoom ke 30mins ke baad bolenege late hoga	
3d113e47-e015-4886-8e52-842fdb6afd46	2026-09-14T14:44:50	1	they don't have cancel option by the second I put 1000 rs in the wallet just exploring the product and while just going back just click the confirm button in a second of realisation I go to the help section they told I have to pay the hold amount just 1 sec gap really very bad experience	
d7688372-02fe-4b95-a267-947c62b0e7cc	2026-09-04T11:08:04	1	The restaurant partner is very bad. The food quality is not good..	
5345d37d-da80-4c3c-89f7-6596f9f6b46d	2026-08-25T22:57:08	1	worst platform. they provide me a product of exact quantity & charged fully ??	
428fc031-251f-44ed-ae99-92fa71f3301c	2026-09-07T13:09:23	3	im am new just process let's see kya difference hai	
b9297def-e713-47a7-8754-7c95f8358f72	2026-08-25T17:39:58	2	If there is any problem with the delivery the AI assistant is extremely unhelpful and frustrating to use. It doesn't connect me to an agent even after repeatedly asking. it should be removed because the app is unusable with it.	
90a89539-c399-4387-acef-c4945dc02dc9	2026-09-10T19:19:15	1	worst app to use either Instamart or Swiggy customer care is worst they don't help they loot learn from zomato	
d7674cfb-6ce3-4d3a-b88f-4659de8a3e96	2026-08-20T12:40:26	3	delivery is so late but food is so very goog I am 3 rating for swiggy ??	
9a9e6b0e-36c5-4b7c-a151-c2a9f6a1cfb6	2026-09-02T21:00:31	2	good	
59ec0d53-9138-4f25-a18c-b306ac107e84	2026-08-19T19:22:44	1	good	
bb713486-fa53-4681-89a8-700b13f390b6	2026-08-21T04:22:55	4	nice	
